Customer ID,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Dependents,Number of Dependents,Gender,Age,classify age ,Under 30,Senior Citizen,Married,Satisfaction Score,Customer Status,Churn Label,customer_status,Churn Value,Churn Score,CLTV,Churn Category,Churn Reason,City,Zip Code,Population
6892-XPFPU,Yes,3,24,Offer C,Yes,$49.76 ,Yes,Yes,Fiber Optic,11,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,$104.25 ,"$2,433.90 ",$0.00 ,0,"$1,194.24 ","$3,628.14 ",No,0,Male,70,senior,No,Yes,Yes,1,Churned,Yes,churned,1,80,2104,Competitor,Competitor offered higher download speeds,Pasadena,91107,32369
6893-ODYYE,No,0,50,None,Yes,$15.37 ,No,Yes,Fiber Optic,22,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,$90.10 ,"$4,549.45 ",$0.00 ,0,$768.50 ,"$5,317.95 ",No,0,Male,34,Middle-Aged Adults,No,No,No,3,Stayed,No,client,0,25,6435,,,Mokelumne Hill,95245,2718
6894-LFHLY,No,0,1,None,Yes,$8.35 ,Yes,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,$75.75 ,$75.75 ,$0.00 ,0,$8.35 ,$84.10 ,No,0,Male,79,senior,No,Yes,No,1,Churned,Yes,churned,1,90,5571,Competitor,Competitor made better offer,Escondido,92027,48690
6896-SRVYQ,No,0,44,Offer B,Yes,$47.06 ,No,Yes,Fiber Optic,3,No,No,Yes,No,No,No,No,No,One Year,No,Bank Withdrawal,$73.85 ,"$3,122.40 ",$0.00 ,100,"$2,070.64 ","$5,293.04 ",No,0,Male,69,senior,No,Yes,No,5,Stayed,No,client,0,48,4374,,,Camino,95709,4829
6897-RWMUB,Yes,2,61,None,Yes,$42.31 ,No,Yes,DSL,59,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,$68.05 ,"$4,158.25 ",$0.00 ,0,"$2,580.91 ","$6,739.16 ",Yes,2,Male,23,Adolescents,Yes,No,Yes,4,Stayed,No,client,0,78,4436,,,Chino,91710,75319
6897-UUBNU,No,0,29,None,Yes,$12.92 ,No,Yes,Fiber Optic,24,No,Yes,No,Yes,Yes,No,No,No,Month-to-Month,No,Credit Card,$89.65 ,"$2,623.65 ",$0.00 ,10,$374.68 ,"$3,008.33 ",No,0,Male,39,Middle-Aged Adults,No,No,No,4,Stayed,No,client,0,51,2681,,,North Hollywood,91602,16996
6898-MDLZW,No,0,12,Offer D,Yes,$1.80 ,No,Yes,DSL,3,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,$53.75 ,$648.65 ,$0.00 ,0,$21.60 ,$670.25 ,No,0,Male,53,Middle-Aged Adults,No,No,No,5,Stayed,No,client,0,28,5385,,,Blue Lake,95525,1584
6898-RBTLU,Yes,9,49,Offer B,Yes,$16.60 ,Yes,Yes,DSL,14,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,$79.30 ,"$3,902.45 ",$0.00 ,0,$813.40 ,"$4,715.85 ",Yes,1,Female,47,Middle-Aged Adults,No,No,Yes,5,Stayed,No,client,0,59,6366,,,Whittier,90602,26265
6899-PPEEA,No,0,37,None,Yes,$3.30 ,Yes,Yes,Fiber Optic,2,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,$96.55 ,"$3,580.30 ",$0.00 ,0,$122.10 ,"$3,702.40 ",No,0,Female,66,senior,No,Yes,No,2,Churned,Yes,churned,1,81,4448,Attitude,Attitude of service provider,Vallejo,94590,37218
6900-PXRMS,No,0,26,Offer C,Yes,$1.26 ,Yes,Yes,Fiber Optic,18,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,$105.75 ,"$2,710.25 ",$0.00 ,90,$32.76 ,"$2,833.01 ",No,0,Male,72,senior,No,Yes,Yes,1,Churned,Yes,churned,1,91,3157,Dissatisfaction,Product dissatisfaction,Spring Valley,91978,7863
6900-RBKER,No,0,52,Offer B,Yes,$15.10 ,Yes,Yes,Fiber Optic,17,No,No,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,$89.45 ,"$4,577.75 ",$18.89 ,0,$785.20 ,"$5,344.06 ",No,0,Male,32,Middle-Aged Adults,No,No,No,3,Stayed,No,client,0,35,5386,,,San Jose,95120,37090
6901-GOGZG,No,0,60,Offer B,Yes,$49.96 ,Yes,Yes,DSL,85,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,$84.95 ,"$4,984.85 ",$0.00 ,0,"$2,997.60 ","$7,982.45 ",Yes,1,Male,28,Adolescents,Yes,No,No,3,Stayed,No,client,0,41,4104,,,Lake Hughes,93532,2771
6904-JLBGY,No,0,72,Offer A,Yes,$14.94 ,Yes,Yes,Fiber Optic,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,$117.35 ,"$8,436.25 ",$0.00 ,0,"$1,075.68 ","$9,511.93 ",No,0,Female,78,senior,No,Yes,No,4,Stayed,No,client,0,71,4008,,,Salinas,93905,58548
6905-NIQIN,No,0,1,Offer E,Yes,$14.78 ,No,Yes,DSL,59,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,$50.65 ,$50.65 ,$0.00 ,0,$14.78 ,$65.43 ,No,0,Male,26,Adolescents,Yes,No,No,1,Churned,Yes,churned,1,76,2431,Competitor,Competitor made better offer,San Diego,92122,34902
6906-ANDWJ,Yes,1,15,Offer D,Yes,$34.63 ,Yes,Yes,Fiber Optic,15,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,$74.90 ,"$1,107.25 ",$0.00 ,0,$519.45 ,"$1,626.70 ",No,0,Male,39,Middle-Aged Adults,No,No,Yes,2,Churned,Yes,churned,1,90,2510,Dissatisfaction,Lack of self-service on Website,Vina,96092,439
6906-MPARY,No,0,40,Offer B,Yes,$32.27 ,No,Yes,Fiber Optic,69,No,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,$89.60 ,"$3,488.15 ",$0.00 ,0,"$1,290.80 ","$4,778.95 ",No,0,Male,30,Adolescents,No,No,No,4,Stayed,No,client,0,22,2524,,,Redondo Beach,90277,34191
6907-CQGPN,No,0,29,None,No,$0.00 ,No,Yes,DSL,27,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,$34.30 ,"$1,004.75 ",$0.00 ,0,$0.00 ,"$1,004.75 ",No,0,Male,40,Middle-Aged Adults,No,No,No,5,Stayed,No,client,0,65,2555,,,Oakland,94612,11702
6907-FLBER,No,0,1,Offer E,Yes,$34.02 ,Yes,Yes,DSL,24,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,$54.30 ,$54.30 ,$0.00 ,10,$34.02 ,$98.32 ,No,0,Male,62,Middle-Aged Adults,No,No,No,5,Joined,No,client,0,78,3259,,,Burbank,91505,29245
6907-NZZIJ,No,0,36,None,Yes,$13.35 ,Yes,Yes,Fiber Optic,7,No,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,$99.15 ,"$3,615.60 ",$0.00 ,30,$480.60 ,"$4,126.20 ",No,0,Female,54,Middle-Aged Adults,No,No,No,1,Churned,Yes,churned,1,75,4188,Competitor,Competitor had better devices,Santa Monica,90402,11509
6908-VVYHM,Yes,1,65,Offer B,Yes,$19.84 ,Yes,Yes,Fiber Optic,2,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,$90.65 ,"$5,931.00 ",$0.00 ,110,"$1,289.60 ","$7,330.60 ",No,0,Male,52,Middle-Aged Adults,No,No,Yes,5,Stayed,No,client,0,70,6358,,,Pasadena,91104,38460
6910-HADCM,No,0,1,None,Yes,$7.26 ,No,Yes,Cable,9,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,$76.35 ,$76.35 ,$0.00 ,0,$7.26 ,$83.61 ,No,0,Female,63,Middle-Aged Adults,No,No,No,2,Churned,Yes,churned,1,67,5613,Attitude,Attitude of support person,Long Beach,90808,37417
6916-HIJSE,No,0,65,None,Yes,$41.74 ,No,Yes,Cable,17,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,$84.85 ,"$5,459.20 ",$0.00 ,0,"$2,713.10 ","$8,172.30 ",No,0,Female,57,Middle-Aged Adults,No,No,No,4,Stayed,No,client,0,75,5434,,,Fresno,93725,21010
6917-FIJHC,Yes,8,72,Offer A,Yes,$26.98 ,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,$26.00 ,"$1,776.00 ",$0.00 ,0,"$1,942.56 ","$3,718.56 ",No,0,Female,60,Middle-Aged Adults,No,No,Yes,4,Stayed,No,client,0,20,5374,,,Livingston,95334,12672
6917-IAYHD,No,0,1,Offer E,No,$0.00 ,No,Yes,Cable,19,No,Yes,No,Yes,No,No,No,No,Month-to-Month,No,Credit Card,$33.60 ,$33.60 ,$0.00 ,50,$0.00 ,$83.60 ,Yes,1,Male,44,Middle-Aged Adults,No,No,No,5,Joined,No,client,0,27,4369,,,La Honda,94020,1622
6917-YACBP,No,0,59,Offer B,Yes,$25.57 ,Yes,Yes,Fiber Optic,5,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,$89.75 ,"$5,496.90 ",$0.00 ,0,"$1,508.63 ","$7,005.53 ",No,0,Female,80,senior,No,Yes,No,3,Stayed,No,client,0,70,5170,,,Escondido,92027,48690
6918-UMQCG,No,0,5,Offer E,Yes,$48.86 ,No,Yes,Fiber Optic,59,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,$80.20 ,$384.25 ,$0.00 ,0,$244.30 ,$628.55 ,No,0,Female,25,Adolescents,Yes,No,No,3,Stayed,No,client,0,46,3391,,,Orange,92869,37916
6919-ELBGL,Yes,3,72,Offer A,Yes,$21.38 ,Yes,Yes,Fiber Optic,2,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,$114.95 ,"$8,196.40 ",$0.00 ,0,"$1,539.36 ","$9,735.76 ",No,0,Male,75,senior,No,Yes,Yes,3,Stayed,No,client,0,61,6268,,,Big Pine,93513,1826
6921-OZMFH,Yes,3,5,None,Yes,$18.97 ,Yes,Yes,Cable,12,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,$55.70 ,$259.40 ,$0.00 ,0,$94.85 ,$354.25 ,Yes,1,Male,38,Middle-Aged Adults,No,No,Yes,3,Stayed,No,client,0,46,3598,,,Santa Clara,95051,52986
6922-NCEDI,No,0,56,Offer B,Yes,$48.63 ,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Mailed Check,$21.20 ,"$1,238.65 ",$0.00 ,0,"$2,723.28 ","$3,961.93 ",No,0,Male,38,Middle-Aged Adults,No,No,No,4,Stayed,No,client,0,23,6473,,,Costa Mesa,92627,62069
6923-AQONU,Yes,1,23,Offer D,Yes,$18.91 ,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,$20.90 ,$454.00 ,$0.00 ,0,$434.93 ,$888.93 ,Yes,1,Male,32,Middle-Aged Adults,No,No,Yes,3,Stayed,No,client,0,46,4076,,,Los Angeles,90046,49839
6923-EFPNL,No,0,4,None,Yes,$9.98 ,Yes,Yes,DSL,13,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,$51.75 ,$201.10 ,$0.00 ,0,$39.92 ,$241.02 ,No,0,Male,39,Middle-Aged Adults,No,No,No,1,Churned,Yes,churned,1,83,3865,Competitor,Competitor had better devices,Silverado,92676,1859
6923-JHPMP,No,0,2,None,Yes,$35.41 ,No,Yes,Fiber Optic,25,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,$80.45 ,$137.10 ,$0.00 ,0,$70.82 ,$207.92 ,No,0,Female,35,Middle-Aged Adults,No,No,No,4,Joined,No,client,0,67,5602,,,Templeton,93465,7918
6924-TDGMT,Yes,6,11,None,Yes,$26.11 ,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,$20.55 ,$184.95 ,$0.00 ,0,$287.21 ,$472.16 ,No,0,Male,34,Middle-Aged Adults,No,No,Yes,5,Stayed,No,client,0,23,3971,,,Platina,96076,215
6925-BAYGL,Yes,1,53,None,Yes,$19.03 ,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,$25.10 ,"$1,275.60 ",$0.00 ,0,"$1,008.59 ","$2,284.19 ",No,0,Female,79,senior,No,Yes,Yes,3,Stayed,No,client,0,70,5295,,,Inglewood,90303,27778
6927-WTFIV,No,0,20,Offer D,Yes,$5.71 ,No,Yes,Fiber Optic,22,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,$71.30 ,"$1,389.20 ",$0.00 ,0,$114.20 ,"$1,503.40 ",No,0,Male,78,senior,No,Yes,No,2,Churned,Yes,churned,1,91,3684,Attitude,Attitude of service provider,Redwood City,94061,35737
6928-ONTRW,Yes,9,72,None,Yes,$48.04 ,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,$19.70 ,"$1,379.80 ",$0.00 ,0,"$3,458.88 ","$4,838.68 ",Yes,1,Female,53,Middle-Aged Adults,No,No,Yes,3,Stayed,No,client,0,33,5451,,,Bell,90201,105285
6933-FHBZC,No,0,26,Offer C,Yes,$35.75 ,No,Yes,Cable,71,No,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,$56.05 ,"$1,553.20 ",$0.00 ,0,$929.50 ,"$2,482.70 ",No,0,Female,30,Adolescents,No,No,No,4,Stayed,No,client,0,46,3079,,,Moreno Valley,92551,22983
6933-VLYFX,Yes,7,31,Offer C,No,$0.00 ,No,Yes,Cable,25,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,$59.95 ,"$1,848.80 ",$0.00 ,0,$0.00 ,"$1,848.80 ",Yes,2,Male,64,Middle-Aged Adults,No,No,Yes,3,Stayed,No,client,0,37,4337,,,Belmont,94002,25566
6937-GCDGQ,Yes,1,19,Offer D,Yes,$11.75 ,No,Yes,Cable,21,Yes,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,$48.95 ,$955.60 ,$0.00 ,0,$223.25 ,"$1,178.85 ",Yes,1,Male,59,Middle-Aged Adults,No,No,Yes,3,Stayed,No,client,0,35,2394,,,West Point,95255,2198
6941-KXRRV,Yes,10,48,None,Yes,$34.43 ,No,Yes,DSL,2,No,Yes,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,$58.95 ,"$2,789.70 ",$0.00 ,0,"$1,652.64 ","$4,442.34 ",No,0,Female,65,senior,No,Yes,Yes,3,Stayed,No,client,0,49,4815,,,Dorris,96023,1162
6941-PMGEP,No,0,5,Offer E,Yes,$43.99 ,No,Yes,Fiber Optic,42,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,$80.00 ,$412.50 ,$40.00 ,10,$219.95 ,$602.45 ,No,0,Female,26,Adolescents,Yes,No,No,3,Churned,Yes,churned,1,90,3937,Competitor,Competitor made better offer,Novato,94945,16429
6942-LBFDP,No,0,2,None,Yes,$16.70 ,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,$20.55 ,$33.60 ,$0.00 ,0,$33.40 ,$67.00 ,No,0,Female,30,Adolescents,No,No,No,3,Joined,No,client,0,25,5629,,,Bakersfield,93308,44915
6946-LMSQS,Yes,3,25,Offer C,Yes,$33.63 ,Yes,Yes,Fiber Optic,25,Yes,No,No,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,$89.05 ,"$2,177.45 ",$0.00 ,0,$840.75 ,"$3,018.20 ",No,0,Male,80,senior,No,Yes,Yes,1,Churned,Yes,churned,1,90,2673,Competitor,Competitor made better offer,Temecula,92592,46171
6950-TWMYB,Yes,2,54,Offer B,Yes,$46.70 ,No,Yes,Fiber Optic,75,No,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,$79.95 ,"$4,362.05 ",$0.00 ,0,"$2,521.80 ","$6,883.85 ",Yes,8,Male,31,Middle-Aged Adults,No,No,Yes,3,Stayed,No,client,0,48,4387,,,Santa Monica,90404,19975
6952-OMNWB,Yes,7,68,Offer A,Yes,$34.31 ,Yes,Yes,Fiber Optic,15,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,$80.35 ,"$5,589.30 ",$0.00 ,0,"$2,333.08 ","$7,922.38 ",No,0,Male,75,senior,No,Yes,Yes,4,Stayed,No,client,0,28,5581,,,Creston,93432,1203
6953-PBDIN,Yes,4,70,Offer A,Yes,$38.58 ,Yes,Yes,DSL,25,No,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Bank Withdrawal,$72.95 ,"$5,265.55 ",$0.00 ,60,"$2,700.60 ","$8,026.15 ",No,0,Male,50,Middle-Aged Adults,No,No,Yes,4,Stayed,No,client,0,70,6466,,,Fort Bidwell,96112,231
6954-OOYZZ,Yes,10,18,Offer D,Yes,$45.92 ,No,Yes,DSL,17,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,$44.35 ,$768.05 ,$0.00 ,0,$826.56 ,"$1,594.61 ",No,0,Male,41,Middle-Aged Adults,No,No,Yes,3,Stayed,No,client,0,44,2935,,,Los Angeles,90006,62784
6956-SMUCM,No,0,3,None,Yes,$33.39 ,No,Yes,Fiber Optic,59,Yes,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,$99.00 ,$287.40 ,$0.00 ,10,$100.17 ,$397.57 ,No,0,Female,29,Adolescents,Yes,No,No,1,Churned,Yes,churned,1,77,5236,Competitor,Competitor offered higher download speeds,Miranda,95553,867
6959-GQEGV,No,0,45,None,Yes,$10.36 ,No,Yes,DSL,6,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,$75.95 ,"$3,273.80 ",$0.00 ,0,$466.20 ,"$3,740.00 ",No,0,Male,61,Middle-Aged Adults,No,No,No,4,Stayed,No,client,0,28,2185,,,Canoga Park,91303,23519
6959-UWKHF,No,0,1,Offer E,Yes,$4.02 ,No,Yes,Cable,11,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,$42.90 ,$42.90 ,$0.00 ,0,$4.02 ,$46.92 ,No,0,Male,47,Middle-Aged Adults,No,No,No,1,Churned,Yes,churned,1,87,4895,Competitor,Competitor had better devices,Alpaugh,93201,1054
6960-HVYXR,No,0,1,None,Yes,$35.01 ,Yes,Yes,Fiber Optic,52,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,$76.00 ,$76.00 ,$0.00 ,0,$35.01 ,$111.01 ,No,0,Female,20,Adolescents,Yes,No,No,1,Churned,Yes,churned,1,72,2567,Competitor,Competitor made better offer,Rio Linda,95673,14010
6961-MJKBO,No,0,47,None,Yes,$6.61 ,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,$20.45 ,$943.00 ,$0.00 ,0,$310.67 ,"$1,253.67 ",No,0,Male,27,Adolescents,Yes,No,No,4,Stayed,No,client,0,72,4342,,,Los Angeles,90057,44004
6961-VCPMC,Yes,1,46,Offer B,Yes,$48.62 ,No,Yes,Fiber Optic,3,No,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,$80.40 ,"$3,605.20 ",$0.00 ,20,"$2,236.52 ","$5,861.72 ",No,0,Male,71,senior,No,Yes,Yes,3,Churned,Yes,churned,1,75,4876,Competitor,Competitor offered more data,North Palm Springs,92258,732
6963-EZQEE,Yes,4,70,None,Yes,$40.94 ,Yes,Yes,DSL,8,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,$88.55 ,"$6,306.50 ",$0.00 ,0,"$2,865.80 ","$9,172.30 ",No,0,Male,69,senior,No,Yes,Yes,3,Stayed,No,client,0,37,4097,,,Midpines,95345,433
6963-KQYQB,Yes,4,70,Offer A,Yes,$4.27 ,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,$24.05 ,"$1,764.75 ",$0.00 ,0,$298.90 ,"$2,063.65 ",Yes,2,Female,24,Adolescents,Yes,No,Yes,5,Stayed,No,client,0,32,4722,,,Pacifica,94044,38885
6967-PEJLL,Yes,7,37,Offer C,No,$0.00 ,No,Yes,Cable,52,Yes,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,$40.20 ,"$1,525.35 ",$0.00 ,0,$0.00 ,"$1,525.35 ",Yes,2,Male,23,Adolescents,Yes,No,Yes,4,Stayed,No,client,0,48,2308,,,San Diego,92129,47224
6967-QIQRV,Yes,8,15,None,Yes,$2.12 ,No,Yes,Fiber Optic,30,Yes,No,No,Yes,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,$101.90 ,"$1,667.25 ",$0.00 ,120,$31.80 ,"$1,819.05 ",Yes,1,Male,23,Adolescents,Yes,No,Yes,3,Stayed,No,client,0,28,3707,,,Mission Viejo,92692,46227
6968-GMKPR,No,0,55,Offer B,Yes,$22.34 ,No,Yes,Fiber Optic,4,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,$81.55 ,"$4,509.50 ",$0.00 ,0,"$1,228.70 ","$5,738.20 ",No,0,Female,39,Middle-Aged Adults,No,No,No,3,Stayed,No,client,0,80,5167,,,French Gulch,96033,373
6968-MHOMU,No,0,58,None,No,$0.00 ,No,Yes,Cable,23,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,$45.00 ,"$2,689.35 ",$0.00 ,0,$0.00 ,"$2,689.35 ",No,0,Male,53,Middle-Aged Adults,No,No,Yes,3,Stayed,No,client,0,55,5006,,,Princeton,95970,495
6968-URWQU,Yes,9,43,None,Yes,$4.34 ,No,Yes,DSL,23,No,No,No,No,Yes,No,No,Yes,One Year,Yes,Credit Card,$56.35 ,"$2,391.15 ",$0.00 ,0,$186.62 ,"$2,577.77 ",No,0,Male,50,Middle-Aged Adults,No,No,Yes,4,Stayed,No,client,0,70,4928,,,Redlands,92374,36675
6969-MVBAI,No,0,9,Offer E,Yes,$40.00 ,Yes,Yes,Fiber Optic,4,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,$90.10 ,$816.80 ,$0.00 ,0,$360.00 ,"$1,176.80 ",No,0,Female,66,senior,No,Yes,No,5,Stayed,No,client,0,48,2893,,,Davis Creek,96108,104
6972-SNKKW,No,0,6,None,Yes,$47.46 ,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,$20.00 ,$109.20 ,$0.00 ,0,$284.76 ,$393.96 ,No,0,Female,60,Middle-Aged Adults,No,No,No,3,Stayed,No,client,0,53,3142,,,Chester,96020,2664
6974-DAFLI,Yes,8,55,Offer B,Yes,$3.28 ,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,$19.70 ,"$1,140.05 ",$0.00 ,0,$180.40 ,"$1,320.45 ",No,0,Female,54,Middle-Aged Adults,No,No,Yes,3,Stayed,No,client,0,28,4888,,,Bakersfield,93312,40836
6976-BWGLQ,Yes,1,72,Offer A,Yes,$39.30 ,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,$25.20 ,"$1,787.35 ",$0.00 ,0,"$2,829.60 ","$4,616.95 ",Yes,3,Female,64,Middle-Aged Adults,No,No,Yes,3,Stayed,No,client,0,31,4382,,,Pomona,91766,69974
6979-TNDEU,No,0,8,None,Yes,$14.32 ,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,$19.20 ,$156.85 ,$0.00 ,0,$114.56 ,$271.41 ,No,0,Female,42,Middle-Aged Adults,No,No,No,3,Stayed,No,client,0,42,2879,,,Sacramento,95841,20993
6979-ZNSFF,No,0,8,Offer E,Yes,$45.59 ,Yes,Yes,Fiber Optic,8,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,$87.05 ,$762.10 ,$0.00 ,0,$364.72 ,"$1,126.82 ",No,0,Female,48,Middle-Aged Adults,No,No,No,1,Churned,Yes,churned,1,69,2545,Price,Price too high,Pollock Pines,95726,8577
6980-CDGFC,Yes,5,67,Offer A,Yes,$7.91 ,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,$20.85 ,"$1,327.40 ",$0.00 ,0,$529.97 ,"$1,857.37 ",No,0,Female,57,Middle-Aged Adults,No,No,Yes,5,Stayed,No,client,0,71,5972,,,Aptos,95003,24227
6980-IMXXE,Yes,5,69,None,Yes,$42.49 ,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,$20.20 ,"$1,412.65 ",$0.00 ,0,"$2,931.81 ","$4,344.46 ",Yes,2,Female,28,Adolescents,Yes,No,Yes,5,Stayed,No,client,0,34,5267,,,Modesto,95355,47613
6981-TDRFT,Yes,1,44,None,No,$0.00 ,No,Yes,DSL,69,No,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,$54.30 ,"$2,317.10 ",$0.00 ,10,$0.00 ,"$2,327.10 ",Yes,1,Male,25,Adolescents,Yes,No,Yes,5,Stayed,No,client,0,39,3423,,,Soulsbyville,95372,1519
6982-SSHFK,No,0,1,Offer E,Yes,$32.44 ,No,Yes,DSL,12,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,$44.40 ,$44.40 ,$0.00 ,0,$32.44 ,$76.84 ,No,0,Male,45,Middle-Aged Adults,No,No,No,1,Churned,Yes,churned,1,89,3522,Competitor,Competitor had better devices,Fresno,93703,31180
6982-UQZLY,Yes,1,1,Offer E,Yes,$22.86 ,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,$20.85 ,$20.85 ,$0.00 ,0,$22.86 ,$43.71 ,No,0,Female,80,senior,No,Yes,Yes,3,Churned,Yes,churned,1,90,3817,Attitude,Attitude of support person,Los Alamos,93440,1328
6985-HAYWX,Yes,5,26,None,Yes,$37.60 ,Yes,Yes,Fiber Optic,10,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,$79.30 ,"$2,015.80 ",$0.00 ,0,$977.60 ,"$2,993.40 ",No,0,Female,50,Middle-Aged Adults,No,No,Yes,3,Stayed,No,client,0,54,5168,,,Hughson,95326,6822
6986-IJDHX,Yes,5,39,Offer C,Yes,$40.25 ,No,Yes,Fiber Optic,19,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,$86.30 ,"$3,266.00 ",$0.00 ,0,"$1,569.75 ","$4,835.75 ",No,0,Male,29,Adolescents,Yes,No,Yes,1,Churned,Yes,churned,1,91,3364,Competitor,Competitor had better devices,Huntington Beach,92648,42663
